id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
52255,Female,Loyal Customer,56,Business travel,Business,3320,2,2,2,2,2,5,3,4,4,5,4,1,4,3,32,29.0,satisfied
124750,Female,Loyal Customer,37,Business travel,Business,2617,3,4,4,4,4,3,3,3,3,3,3,3,3,2,32,29.0,neutral or dissatisfied
35635,Female,Loyal Customer,33,Business travel,Eco,1626,5,2,4,4,5,5,5,5,3,3,5,3,3,5,32,29.0,satisfied
59840,Female,disloyal Customer,38,Business travel,Business,1085,5,5,5,4,1,5,1,1,5,3,4,4,4,1,32,30.0,satisfied
34228,Female,Loyal Customer,27,Business travel,Eco Plus,1046,4,5,5,5,4,5,4,4,2,4,2,4,2,4,32,30.0,satisfied
19808,Female,Loyal Customer,30,Business travel,Business,594,5,5,5,5,4,5,4,4,2,4,1,4,1,4,32,30.0,satisfied
118144,Female,disloyal Customer,45,Business travel,Business,1444,2,2,2,3,5,2,5,5,2,2,4,1,3,5,32,30.0,neutral or dissatisfied
111808,Male,Loyal Customer,60,Personal Travel,Eco,349,1,4,4,2,1,4,1,1,5,3,2,5,4,1,32,30.0,neutral or dissatisfied
102356,Female,Loyal Customer,37,Business travel,Business,3336,4,3,1,3,4,4,3,4,4,4,4,3,4,4,32,30.0,neutral or dissatisfied
52869,Female,Loyal Customer,21,Business travel,Business,3461,3,3,3,3,5,5,5,5,4,4,1,2,4,5,32,30.0,satisfied
102374,Male,Loyal Customer,43,Business travel,Eco,223,5,1,1,1,5,5,5,5,1,4,1,4,4,5,32,30.0,satisfied
84500,Male,Loyal Customer,14,Personal Travel,Eco,4502,3,1,3,3,3,2,2,2,4,4,4,2,1,2,32,30.0,neutral or dissatisfied
70989,Male,Loyal Customer,45,Business travel,Business,3824,5,5,2,5,3,5,5,4,4,4,4,4,4,3,32,30.0,satisfied
101076,Female,Loyal Customer,44,Business travel,Business,583,5,5,2,5,3,5,5,4,4,4,4,3,4,5,32,30.0,satisfied
116391,Female,Loyal Customer,52,Personal Travel,Eco,325,4,5,4,4,1,2,4,3,3,4,3,5,3,4,32,30.0,neutral or dissatisfied
21099,Male,Loyal Customer,40,Business travel,Business,227,3,2,2,2,4,3,3,3,3,3,3,2,3,1,32,30.0,neutral or dissatisfied
78130,Female,disloyal Customer,24,Business travel,Business,259,5,0,5,4,4,5,4,4,3,2,5,3,5,4,32,30.0,neutral or dissatisfied
107165,Male,Loyal Customer,28,Business travel,Business,2230,1,5,5,5,1,1,1,1,4,1,3,1,4,1,32,31.0,neutral or dissatisfied
104172,Female,disloyal Customer,40,Business travel,Business,349,2,2,2,3,3,2,3,3,4,5,4,1,3,3,32,31.0,neutral or dissatisfied
1758,Female,Loyal Customer,48,Business travel,Eco Plus,327,3,3,3,3,3,1,2,3,3,3,3,3,3,3,32,31.0,neutral or dissatisfied
62822,Female,Loyal Customer,62,Personal Travel,Eco,2556,2,5,2,1,2,4,4,3,3,5,5,4,4,4,32,31.0,neutral or dissatisfied
109647,Female,Loyal Customer,40,Business travel,Business,2377,1,1,2,1,2,5,4,2,2,2,2,5,2,4,32,31.0,satisfied
65798,Male,disloyal Customer,35,Business travel,Business,1389,3,3,3,3,2,3,2,2,3,4,5,5,4,2,32,31.0,neutral or dissatisfied
103060,Male,Loyal Customer,50,Business travel,Business,2172,3,3,4,3,2,1,3,4,4,4,4,5,4,4,32,31.0,satisfied
116312,Male,Loyal Customer,40,Personal Travel,Eco,371,1,3,4,4,1,4,1,1,4,5,3,3,4,1,32,31.0,neutral or dissatisfied
111816,Male,Loyal Customer,53,Personal Travel,Eco,349,2,2,3,4,5,3,5,5,1,4,4,1,4,5,32,31.0,neutral or dissatisfied
6368,Female,disloyal Customer,20,Business travel,Business,213,3,4,3,4,3,3,3,3,3,2,3,1,4,3,32,32.0,neutral or dissatisfied
49986,Male,Loyal Customer,23,Business travel,Business,199,4,5,5,5,3,3,4,3,2,5,3,4,3,3,32,32.0,neutral or dissatisfied
107681,Male,Loyal Customer,61,Business travel,Eco,251,1,1,1,1,1,1,1,1,2,1,3,4,3,1,32,32.0,neutral or dissatisfied
93510,Female,disloyal Customer,25,Business travel,Eco Plus,1107,2,3,2,3,5,2,5,5,2,2,3,4,3,5,32,32.0,neutral or dissatisfied
14861,Male,Loyal Customer,33,Business travel,Eco,315,5,4,4,4,5,5,5,5,2,1,2,5,1,5,32,32.0,satisfied
18365,Female,Loyal Customer,46,Business travel,Business,2290,2,3,3,3,3,3,3,3,3,3,2,1,3,4,32,32.0,neutral or dissatisfied
22133,Male,Loyal Customer,78,Business travel,Business,2480,1,5,5,5,5,3,3,1,1,2,1,3,1,1,32,32.0,neutral or dissatisfied
116338,Female,Loyal Customer,59,Personal Travel,Eco,417,3,3,2,3,2,5,3,4,4,2,2,2,4,3,32,32.0,neutral or dissatisfied
15953,Male,Loyal Customer,14,Personal Travel,Eco,723,1,5,1,1,2,1,2,2,2,2,2,1,3,2,32,32.0,neutral or dissatisfied
32680,Male,disloyal Customer,24,Business travel,Business,216,4,0,4,3,2,4,2,2,4,3,3,3,4,2,32,32.0,neutral or dissatisfied
67521,Female,Loyal Customer,18,Business travel,Business,1753,1,2,2,2,1,1,1,1,3,4,3,3,3,1,32,32.0,neutral or dissatisfied
128844,Male,Loyal Customer,36,Personal Travel,Eco,2475,4,4,4,3,4,3,3,1,4,4,4,3,3,3,32,32.0,neutral or dissatisfied
103622,Female,Loyal Customer,44,Business travel,Business,405,5,5,5,5,2,5,4,3,3,3,3,4,3,3,32,32.0,satisfied
56103,Male,disloyal Customer,16,Business travel,Eco,787,1,1,1,3,1,1,1,4,4,2,2,1,3,1,32,32.0,neutral or dissatisfied
29113,Male,Loyal Customer,21,Personal Travel,Eco,605,2,4,2,4,1,2,1,1,3,4,4,5,4,1,32,33.0,neutral or dissatisfied
35271,Female,Loyal Customer,44,Business travel,Business,1069,5,5,5,5,5,4,3,4,4,4,4,2,4,2,32,33.0,satisfied
83132,Male,Loyal Customer,48,Personal Travel,Eco,1127,1,4,1,5,1,1,1,1,4,2,5,3,5,1,32,33.0,neutral or dissatisfied
111969,Male,Loyal Customer,15,Business travel,Business,2131,2,2,2,2,2,2,2,2,3,5,3,2,4,2,32,33.0,neutral or dissatisfied
11116,Female,Loyal Customer,50,Personal Travel,Eco,458,3,4,3,1,2,1,1,1,1,3,4,3,1,4,32,33.0,neutral or dissatisfied
108766,Female,disloyal Customer,21,Business travel,Eco,404,5,4,5,2,4,5,4,4,4,5,4,3,5,4,32,33.0,neutral or dissatisfied
14494,Female,Loyal Customer,11,Personal Travel,Eco Plus,541,1,5,1,2,3,1,3,3,4,4,4,5,4,3,32,33.0,neutral or dissatisfied
43482,Male,Loyal Customer,34,Business travel,Business,624,3,2,2,2,2,3,3,3,3,3,3,2,3,2,32,33.0,neutral or dissatisfied
109265,Female,Loyal Customer,67,Personal Travel,Eco Plus,483,3,1,2,1,4,1,2,5,5,2,5,3,5,2,32,33.0,neutral or dissatisfied
20138,Male,Loyal Customer,39,Business travel,Eco Plus,466,2,4,4,4,2,2,2,2,3,3,4,4,3,2,32,34.0,neutral or dissatisfied
116648,Male,disloyal Customer,11,Business travel,Eco,480,1,1,1,4,3,1,3,3,4,4,4,1,3,3,32,34.0,neutral or dissatisfied
97916,Male,Loyal Customer,51,Business travel,Business,2998,3,3,3,3,3,3,2,3,3,3,3,3,3,2,32,34.0,neutral or dissatisfied
107574,Male,Loyal Customer,12,Personal Travel,Eco,1521,2,4,2,3,3,2,3,3,4,3,3,5,5,3,32,34.0,neutral or dissatisfied
11937,Female,Loyal Customer,33,Business travel,Business,781,2,2,2,2,5,5,5,5,5,5,5,5,5,5,32,34.0,neutral or dissatisfied
62054,Female,Loyal Customer,11,Personal Travel,Eco,2586,3,4,3,3,2,3,2,2,5,3,4,5,5,2,32,34.0,neutral or dissatisfied
85013,Female,Loyal Customer,23,Business travel,Eco,1590,4,1,1,1,4,4,2,4,3,5,3,4,4,4,32,34.0,neutral or dissatisfied
103939,Male,disloyal Customer,24,Business travel,Eco,770,3,3,3,3,4,3,4,4,1,2,4,2,4,4,32,35.0,neutral or dissatisfied
3185,Male,disloyal Customer,29,Business travel,Eco,693,1,1,1,4,3,1,3,3,2,1,3,2,4,3,32,35.0,neutral or dissatisfied
58841,Female,disloyal Customer,24,Business travel,Eco,1012,1,1,1,4,3,1,3,3,4,2,4,5,4,3,32,35.0,neutral or dissatisfied
112708,Female,disloyal Customer,25,Business travel,Eco,671,1,0,0,3,1,0,1,1,3,5,4,2,3,1,32,35.0,neutral or dissatisfied
33013,Female,Loyal Customer,10,Personal Travel,Eco,163,3,1,3,2,2,3,2,2,4,4,3,4,2,2,32,35.0,neutral or dissatisfied
53796,Female,Loyal Customer,66,Business travel,Business,140,5,5,5,5,2,3,2,4,4,4,4,2,4,1,32,35.0,satisfied
62700,Male,Loyal Customer,40,Business travel,Business,2338,4,4,4,4,4,4,5,4,4,4,4,4,4,5,32,36.0,satisfied
33200,Female,disloyal Customer,24,Business travel,Eco,101,2,5,2,4,3,2,3,3,4,5,1,3,4,3,32,36.0,neutral or dissatisfied
42600,Female,Loyal Customer,45,Business travel,Eco,866,4,5,5,5,1,5,3,4,4,4,4,1,4,1,32,36.0,satisfied
109247,Male,Loyal Customer,7,Personal Travel,Eco,616,2,5,2,3,3,2,1,3,3,5,2,4,1,3,32,36.0,neutral or dissatisfied
15844,Male,Loyal Customer,21,Personal Travel,Eco,1107,5,5,5,4,4,5,4,4,1,3,3,4,2,4,32,36.0,satisfied
109104,Male,Loyal Customer,51,Personal Travel,Eco,849,1,4,1,1,2,1,2,2,3,3,5,5,4,2,32,36.0,neutral or dissatisfied
93295,Female,disloyal Customer,52,Business travel,Business,564,5,5,5,5,3,5,3,3,5,3,5,3,5,3,32,36.0,satisfied
81715,Female,Loyal Customer,21,Personal Travel,Eco Plus,907,2,5,2,3,4,2,4,4,3,5,4,5,5,4,32,37.0,neutral or dissatisfied
13875,Female,Loyal Customer,32,Business travel,Business,578,2,4,4,4,2,2,2,2,4,1,3,4,3,2,32,37.0,neutral or dissatisfied
5344,Male,Loyal Customer,44,Business travel,Eco,785,3,5,5,5,3,3,3,3,1,4,3,2,3,3,32,37.0,neutral or dissatisfied
32258,Female,Loyal Customer,57,Business travel,Eco,163,4,4,4,4,5,5,1,4,4,4,4,3,4,2,32,37.0,satisfied
64437,Female,disloyal Customer,42,Business travel,Business,989,1,1,1,3,1,1,1,1,4,5,4,4,4,1,32,38.0,neutral or dissatisfied
8726,Female,Loyal Customer,7,Personal Travel,Eco,280,3,4,3,2,4,3,4,4,5,3,5,3,5,4,32,38.0,neutral or dissatisfied
34695,Female,Loyal Customer,46,Business travel,Eco,209,5,3,3,3,5,2,4,5,5,5,5,2,5,5,32,38.0,satisfied
74104,Female,Loyal Customer,59,Business travel,Eco,592,4,1,1,1,3,2,3,4,4,4,4,4,4,2,32,38.0,neutral or dissatisfied
6367,Male,Loyal Customer,40,Business travel,Business,240,4,4,4,4,5,5,4,5,5,5,5,3,5,4,32,38.0,satisfied
89322,Male,disloyal Customer,23,Business travel,Eco,957,4,4,4,3,2,4,2,2,4,4,3,5,4,2,32,38.0,satisfied
21932,Female,disloyal Customer,20,Business travel,Eco,448,4,3,4,2,2,4,2,2,5,1,1,1,2,2,32,39.0,neutral or dissatisfied
105524,Male,disloyal Customer,21,Business travel,Business,611,4,0,4,3,5,4,5,5,4,3,5,4,4,5,32,39.0,neutral or dissatisfied
2094,Female,Loyal Customer,26,Personal Travel,Eco,785,1,5,1,5,1,1,5,1,5,3,4,4,5,1,32,39.0,neutral or dissatisfied
110911,Male,Loyal Customer,43,Business travel,Business,581,2,4,4,4,1,3,3,2,2,2,2,2,2,2,32,39.0,neutral or dissatisfied
43594,Male,Loyal Customer,44,Business travel,Eco,119,4,3,4,3,4,4,4,4,3,4,3,5,5,4,32,40.0,satisfied
5719,Female,Loyal Customer,58,Personal Travel,Eco,299,1,4,1,3,4,5,4,3,3,1,3,3,3,5,32,40.0,neutral or dissatisfied
67626,Female,Loyal Customer,24,Business travel,Business,1438,5,5,5,5,5,5,5,5,5,4,5,3,5,5,32,40.0,neutral or dissatisfied
113,Male,Loyal Customer,54,Business travel,Business,3389,4,2,5,2,2,4,4,4,4,4,4,3,4,3,32,40.0,neutral or dissatisfied
70213,Female,Loyal Customer,65,Personal Travel,Eco,258,2,3,0,3,2,2,3,4,4,0,4,1,4,2,32,40.0,neutral or dissatisfied
72140,Female,Loyal Customer,31,Business travel,Business,2468,3,3,3,3,4,5,4,4,4,2,5,3,2,4,32,41.0,satisfied
85296,Female,Loyal Customer,61,Personal Travel,Eco,689,1,4,0,2,2,5,4,4,4,0,4,1,4,3,32,41.0,neutral or dissatisfied
106017,Male,Loyal Customer,80,Business travel,Eco Plus,499,4,2,2,2,4,4,4,4,1,5,3,2,4,4,32,41.0,neutral or dissatisfied
7371,Female,Loyal Customer,18,Personal Travel,Eco,783,2,4,2,2,3,2,4,3,5,4,4,5,4,3,32,41.0,neutral or dissatisfied
2891,Male,Loyal Customer,66,Personal Travel,Eco,409,3,4,3,2,3,3,1,3,5,5,4,5,4,3,32,41.0,neutral or dissatisfied
88473,Male,Loyal Customer,70,Business travel,Business,2654,1,1,1,1,2,3,5,4,4,4,4,2,4,4,32,41.0,satisfied
7211,Female,disloyal Customer,27,Business travel,Eco,130,4,2,4,3,3,4,4,3,3,4,2,1,2,3,32,41.0,neutral or dissatisfied
40853,Male,Loyal Customer,15,Personal Travel,Eco,590,2,5,3,3,3,3,3,3,4,3,4,5,5,3,32,42.0,neutral or dissatisfied
4264,Male,Loyal Customer,48,Business travel,Business,1713,3,3,3,3,2,5,4,5,5,5,5,5,5,4,32,43.0,satisfied
60797,Male,Loyal Customer,47,Business travel,Business,472,3,3,3,3,4,4,5,3,3,4,3,4,3,5,32,43.0,satisfied
95579,Male,Loyal Customer,51,Business travel,Business,670,3,4,4,4,3,3,4,3,3,4,3,3,3,4,32,43.0,neutral or dissatisfied
73446,Female,Loyal Customer,18,Personal Travel,Eco,1182,2,4,1,5,2,1,2,2,5,5,4,4,5,2,32,43.0,neutral or dissatisfied
123113,Female,Loyal Customer,45,Business travel,Business,2283,1,3,3,3,3,3,3,1,1,1,1,4,1,2,32,43.0,neutral or dissatisfied
25531,Female,Loyal Customer,16,Personal Travel,Eco,547,2,5,2,2,5,2,5,5,5,3,4,3,4,5,32,44.0,neutral or dissatisfied
68491,Female,Loyal Customer,57,Business travel,Business,1618,3,3,3,3,3,1,2,5,5,5,5,3,5,1,32,45.0,neutral or dissatisfied
39426,Male,Loyal Customer,45,Business travel,Business,129,1,1,1,1,1,3,5,4,4,4,3,3,4,5,32,45.0,satisfied
66230,Female,Loyal Customer,60,Business travel,Business,1823,2,1,4,4,1,3,2,2,2,2,2,3,2,2,32,46.0,neutral or dissatisfied
15470,Female,Loyal Customer,26,Personal Travel,Eco,164,4,2,4,4,4,4,4,4,3,5,3,2,3,4,32,46.0,neutral or dissatisfied
105575,Female,disloyal Customer,43,Business travel,Eco,577,3,0,4,4,1,4,1,1,3,3,3,1,4,1,32,46.0,neutral or dissatisfied
36320,Female,Loyal Customer,39,Business travel,Business,3509,5,3,5,5,2,4,5,5,5,5,4,4,5,3,32,47.0,satisfied
19567,Male,Loyal Customer,54,Business travel,Eco,160,1,1,1,1,1,1,1,1,4,4,3,4,2,1,32,47.0,neutral or dissatisfied
113142,Female,disloyal Customer,25,Business travel,Business,628,2,0,2,4,5,2,5,5,3,2,4,3,4,5,32,47.0,neutral or dissatisfied
120960,Male,Loyal Customer,60,Business travel,Business,2842,1,1,1,1,2,5,4,3,3,3,3,5,3,3,32,48.0,satisfied
62667,Female,Loyal Customer,57,Business travel,Business,1846,5,5,4,5,5,5,4,5,5,5,5,5,5,4,32,48.0,satisfied
62638,Female,Loyal Customer,57,Personal Travel,Eco,1744,2,4,2,2,4,5,5,2,2,2,2,3,2,4,32,50.0,neutral or dissatisfied
96800,Female,disloyal Customer,25,Business travel,Eco,781,3,2,2,3,1,2,1,1,2,1,4,2,4,1,32,52.0,neutral or dissatisfied
111344,Male,Loyal Customer,28,Personal Travel,Eco Plus,283,3,5,3,3,5,3,5,5,3,2,5,4,5,5,32,52.0,neutral or dissatisfied
84178,Female,Loyal Customer,18,Personal Travel,Eco,231,3,5,3,3,4,3,4,4,5,5,5,3,3,4,32,53.0,neutral or dissatisfied
73895,Female,Loyal Customer,35,Business travel,Business,2585,2,2,2,2,4,4,4,4,2,4,5,4,5,4,32,55.0,satisfied
98308,Male,Loyal Customer,51,Business travel,Business,1565,3,3,3,3,4,5,5,4,4,5,4,4,4,4,32,55.0,satisfied
98700,Female,Loyal Customer,25,Personal Travel,Eco,920,2,5,2,2,4,2,4,4,3,5,4,3,5,4,32,56.0,neutral or dissatisfied
122939,Male,disloyal Customer,24,Business travel,Eco,600,3,0,3,1,2,3,2,2,5,5,5,4,4,2,32,56.0,neutral or dissatisfied
106636,Female,Loyal Customer,45,Personal Travel,Eco,306,4,3,4,4,4,3,3,5,5,4,5,2,5,3,32,56.0,neutral or dissatisfied
73112,Female,Loyal Customer,22,Business travel,Business,2174,3,2,2,2,3,3,3,3,3,2,3,3,4,3,32,58.0,neutral or dissatisfied
56560,Female,Loyal Customer,57,Business travel,Business,2223,2,2,2,2,5,4,4,5,5,5,5,3,5,5,32,59.0,neutral or dissatisfied
23411,Female,Loyal Customer,30,Business travel,Business,495,4,2,4,4,3,3,3,3,5,2,1,3,5,3,32,59.0,satisfied
16273,Male,Loyal Customer,16,Personal Travel,Eco,748,3,3,2,2,3,2,3,3,3,4,2,3,2,3,32,60.0,neutral or dissatisfied
46420,Male,Loyal Customer,66,Business travel,Business,458,1,1,1,1,3,3,3,1,1,1,1,4,1,2,32,60.0,neutral or dissatisfied
103922,Male,disloyal Customer,19,Business travel,Eco,533,3,0,3,1,2,3,2,2,3,3,5,3,4,2,32,63.0,neutral or dissatisfied
46897,Female,disloyal Customer,39,Business travel,Business,959,4,4,4,3,4,4,4,4,2,5,5,3,3,4,32,63.0,satisfied
53324,Male,Loyal Customer,11,Personal Travel,Eco,811,4,4,4,1,1,4,1,1,4,3,1,5,1,1,32,64.0,neutral or dissatisfied
58995,Female,Loyal Customer,47,Business travel,Business,1846,4,4,2,4,3,4,5,4,4,4,4,3,4,3,32,66.0,satisfied
125255,Male,Loyal Customer,14,Personal Travel,Eco,427,3,4,3,1,2,3,2,2,5,2,5,2,4,2,32,70.0,neutral or dissatisfied
79268,Male,Loyal Customer,61,Personal Travel,Eco Plus,1598,1,2,1,3,4,1,4,4,2,1,3,2,4,4,32,71.0,neutral or dissatisfied
61275,Female,Loyal Customer,62,Personal Travel,Eco,853,2,5,3,3,2,4,4,2,2,3,2,5,2,4,32,74.0,neutral or dissatisfied
39190,Female,Loyal Customer,11,Personal Travel,Eco Plus,311,3,4,5,1,5,5,1,5,5,2,4,4,4,5,32,75.0,neutral or dissatisfied
58655,Female,Loyal Customer,51,Personal Travel,Eco,867,3,5,4,4,5,5,1,1,1,4,1,4,1,4,32,88.0,neutral or dissatisfied
68047,Male,Loyal Customer,40,Business travel,Business,868,5,5,5,5,4,4,5,2,2,2,2,5,2,4,32,105.0,neutral or dissatisfied
110723,Female,disloyal Customer,45,Business travel,Business,990,5,4,4,2,3,5,3,3,4,5,5,4,5,3,32,125.0,satisfied
39695,Female,Loyal Customer,63,Business travel,Business,205,4,4,4,4,2,5,5,5,5,5,4,4,5,5,32,,satisfied
17682,Male,disloyal Customer,43,Business travel,Eco,1039,1,1,1,4,4,1,4,4,3,2,4,2,3,4,33,0.0,neutral or dissatisfied
28493,Male,Loyal Customer,27,Business travel,Business,2677,2,2,2,2,5,5,5,5,5,3,4,5,4,5,33,0.0,neutral or dissatisfied
112806,Male,Loyal Customer,15,Personal Travel,Business,1476,1,5,1,2,5,1,5,5,5,2,3,4,5,5,33,3.0,neutral or dissatisfied
80591,Female,Loyal Customer,55,Personal Travel,Eco,1747,5,5,5,2,5,4,4,1,1,5,4,5,1,4,33,3.0,satisfied
74520,Female,Loyal Customer,60,Business travel,Eco,1438,2,4,4,4,5,4,4,1,1,2,1,3,1,2,33,3.0,neutral or dissatisfied
63780,Female,Loyal Customer,34,Business travel,Business,1721,1,1,1,1,2,4,4,1,1,1,1,2,1,1,33,4.0,neutral or dissatisfied
105376,Male,Loyal Customer,41,Business travel,Business,3965,4,4,2,4,3,4,4,2,2,3,2,4,2,4,33,5.0,satisfied
44456,Female,Loyal Customer,13,Personal Travel,Eco,802,2,4,2,4,4,2,4,4,1,2,4,4,4,4,33,7.0,neutral or dissatisfied
108310,Male,Loyal Customer,52,Business travel,Eco,1706,2,2,2,2,2,2,2,2,2,4,3,1,4,2,33,7.0,neutral or dissatisfied
92340,Male,Loyal Customer,43,Business travel,Business,2556,3,3,5,5,1,1,3,3,3,3,3,1,3,4,33,7.0,neutral or dissatisfied
14692,Female,disloyal Customer,26,Business travel,Eco,419,2,0,1,4,4,1,5,4,4,4,4,3,1,4,33,8.0,neutral or dissatisfied
46362,Male,Loyal Customer,47,Business travel,Business,2138,3,3,3,3,3,1,5,5,5,5,5,3,5,2,33,9.0,satisfied
109363,Male,Loyal Customer,59,Business travel,Business,1189,1,1,1,1,3,5,5,4,4,4,4,3,4,4,33,9.0,satisfied
96757,Female,Loyal Customer,28,Business travel,Business,849,5,5,5,5,5,5,5,5,4,5,5,4,4,5,33,9.0,satisfied
60847,Male,Loyal Customer,41,Personal Travel,Eco,1754,1,1,2,3,1,2,1,1,2,2,3,1,4,1,33,11.0,neutral or dissatisfied
112282,Male,Loyal Customer,20,Personal Travel,Eco,1447,3,2,4,3,3,4,3,3,4,1,4,1,3,3,33,12.0,neutral or dissatisfied
34502,Male,Loyal Customer,49,Business travel,Business,1521,3,4,3,4,3,3,3,3,3,3,3,1,3,4,33,12.0,neutral or dissatisfied
117302,Male,Loyal Customer,48,Business travel,Eco Plus,304,3,4,4,4,3,3,3,3,2,3,4,4,4,3,33,12.0,neutral or dissatisfied
84008,Male,Loyal Customer,11,Personal Travel,Eco,321,2,3,5,4,2,5,2,2,3,2,4,3,3,2,33,13.0,neutral or dissatisfied
106294,Female,Loyal Customer,58,Business travel,Business,3392,4,4,4,4,3,4,4,4,4,4,4,3,4,4,33,13.0,satisfied
35768,Male,Loyal Customer,51,Business travel,Business,2178,5,5,5,5,3,1,4,4,4,4,5,2,4,1,33,13.0,satisfied
113133,Male,Loyal Customer,26,Personal Travel,Eco Plus,543,2,3,2,3,3,2,3,3,1,1,4,5,5,3,33,13.0,neutral or dissatisfied
111622,Male,Loyal Customer,48,Personal Travel,Eco,1014,3,3,3,4,1,3,1,1,2,1,4,1,4,1,33,14.0,neutral or dissatisfied
15709,Female,Loyal Customer,52,Business travel,Eco,479,2,4,4,4,1,2,4,1,1,2,1,1,1,4,33,14.0,satisfied
112932,Male,Loyal Customer,48,Personal Travel,Eco,1390,2,5,2,4,3,2,3,3,1,5,2,5,1,3,33,14.0,neutral or dissatisfied
82929,Female,disloyal Customer,23,Business travel,Eco,594,2,5,2,3,4,2,4,4,5,2,4,5,5,4,33,14.0,neutral or dissatisfied
45907,Male,disloyal Customer,27,Business travel,Eco,913,2,2,2,3,4,2,4,4,4,2,3,1,4,4,33,15.0,neutral or dissatisfied
102299,Female,Loyal Customer,50,Business travel,Eco,407,3,2,2,2,2,3,4,4,4,3,4,4,4,3,33,15.0,neutral or dissatisfied
113004,Female,Loyal Customer,43,Personal Travel,Eco,1797,4,4,4,1,4,3,4,5,5,4,5,5,5,3,33,15.0,neutral or dissatisfied
12632,Female,Loyal Customer,18,Business travel,Business,2046,5,5,1,5,4,4,4,4,2,3,4,1,2,4,33,16.0,satisfied
110952,Male,Loyal Customer,60,Personal Travel,Eco Plus,404,3,5,3,1,1,3,1,1,2,2,1,3,4,1,33,16.0,neutral or dissatisfied
126314,Female,Loyal Customer,29,Personal Travel,Eco,590,4,4,4,4,4,4,4,4,4,3,4,3,3,4,33,16.0,neutral or dissatisfied
19158,Female,disloyal Customer,44,Business travel,Eco,304,2,2,2,3,3,2,3,3,4,4,4,1,4,3,33,16.0,neutral or dissatisfied
117107,Female,Loyal Customer,41,Business travel,Business,2636,2,3,4,3,3,4,3,2,2,2,2,1,2,4,33,16.0,neutral or dissatisfied
