Customer Type,Age,Type of Travel,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Class_Eco,Class_Eco Plus,Arrival Delay in Minutes_log
0.0,-0.3333333333333333,1.0,-0.18157492354740062,-1.0,0.5,-1.0,1.0,-1.0,0.3333333333333333,0.5,-1.5,0.5,0.0,1.0,0.0,1.0,1.0,0.0,-0.686820903599663
1.0,-0.4583333333333333,0.0,-0.34136085626911317,-0.5,0.0,-0.5,1.0,-0.5,-0.6666666666666666,0.5,0.5,0.5,-1.0,2.0,0.0,1.0,1.0,0.0,-0.686820903599663
0.0,-0.9166666666666666,1.0,0.052370030581039756,-0.5,1.0,-0.5,-1.0,-0.5,-1.0,-1.5,0.5,0.5,0.5,0.0,0.0,-1.0,1.0,0.0,-0.686820903599663
0.0,0.16666666666666666,1.0,-0.5034403669724771,-0.5,1.0,-0.5,0.0,-0.5,-0.3333333333333333,-0.5,0.5,-0.5,0.0,2.0,0.5,0.0,1.0,0.0,-0.686820903599663
0.0,0.875,1.0,0.32301223241590216,-0.5,1.0,-0.5,-0.5,1.0,0.0,0.5,0.5,-1.0,0.5,2.0,0.5,0.0,1.0,0.0,-0.686820903599663
0.0,-0.9583333333333334,1.0,-0.2779051987767584,-0.5,0.5,-0.5,0.0,-0.5,0.0,-0.5,0.0,0.0,0.5,2.0,0.5,0.0,1.0,0.0,-0.686820903599663
0.0,0.0,1.0,0.6548165137614679,0.5,1.0,0.5,0.5,0.5,-1.0,0.0,0.5,-1.0,0.5,1.0,0.5,0.5,1.0,0.0,-0.686820903599663
0.0,0.20833333333333334,0.0,0.03707951070336391,0.5,1.0,1.0,0.5,0.5,0.0,0.0,0.5,-0.5,-1.0,-2.0,-0.5,0.5,1.0,0.0,-0.686820903599663
0.0,0.4583333333333333,0.0,1.0867737003058104,-0.5,-0.5,-0.5,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,-0.686820903599663
0.0,0.375,1.0,0.22362385321100917,-1.0,1.0,-1.5,1.0,-1.5,-0.6666666666666666,0.5,0.0,0.5,0.0,2.0,0.0,1.0,0.0,1.0,-0.686820903599663
0.0,0.625,1.0,-0.3964067278287462,-0.5,0.0,-1.0,-0.5,-0.5,-0.6666666666666666,-1.5,-1.5,-1.5,-1.5,1.0,-1.5,-1.0,1.0,0.0,-0.686820903599663
0.0,0.08333333333333333,1.0,-0.3551223241590214,-0.5,0.5,-0.5,-1.0,-0.5,-1.0,-1.5,-0.5,0.0,0.0,2.0,0.0,-1.0,1.0,0.0,-0.686820903599663
0.0,0.25,0.0,0.06383792048929664,-0.5,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,1.0,-0.686820903599663
0.0,0.2916666666666667,0.0,-0.025611620795107034,-1.0,-1.0,-0.5,0.5,-0.5,-1.0,0.5,0.5,0.5,0.5,-2.0,0.5,-0.5,0.0,0.0,-0.686820903599663
0.0,-0.2916666666666667,0.0,0.2672018348623853,-0.5,-0.5,0.5,0.5,0.5,0.0,0.0,0.5,-1.0,0.0,-1.0,-0.5,0.5,0.0,0.0,-0.686820903599663
0.0,0.041666666666666664,0.0,0.5714831804281345,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,-0.686820903599663
0.0,-0.5833333333333334,1.0,-0.08065749235474007,1.0,1.0,0.5,-0.5,0.5,-0.6666666666666666,-1.0,-0.5,0.5,0.5,0.0,0.0,-0.5,1.0,0.0,-0.686820903599663
0.0,-0.041666666666666664,1.0,0.4537461773700306,0.0,1.0,0.0,0.0,0.0,-0.3333333333333333,-0.5,0.5,-0.5,0.0,-2.0,-0.5,0.0,1.0,0.0,-0.686820903599663
0.0,-0.25,0.0,-0.29090214067278286,-1.0,-1.0,-1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.0,-0.686820903599663
1.0,0.16666666666666666,0.0,-0.3795871559633027,-0.5,-1.0,-1.0,0.5,-0.5,0.0,0.0,0.0,-0.5,0.5,2.0,0.0,0.5,0.0,0.0,-0.686820903599663
1.0,-0.125,0.0,-0.5485474006116208,-0.5,1.0,-0.5,0.5,-0.5,0.0,0.0,0.0,-1.5,-1.5,1.0,-1.5,0.5,1.0,0.0,-0.686820903599663
0.0,0.2916666666666667,0.0,-0.5630733944954128,-1.5,0.5,-1.5,0.5,0.5,0.3333333333333333,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,1.0,0.0,0.0,-0.686820903599663
0.0,-0.75,0.0,0.6448776758409785,-1.0,-1.0,-1.0,0.0,0.0,-0.3333333333333333,-0.5,-1.0,0.5,-0.5,-1.0,0.5,0.0,0.0,0.0,-0.686820903599663
0.0,-0.125,0.0,-0.42775229357798167,1.0,1.0,1.0,1.0,-0.5,-1.0,0.5,0.5,0.5,0.5,-1.0,0.5,1.0,0.0,0.0,-0.686820903599663
0.0,0.6666666666666666,1.0,0.12805810397553516,-0.5,0.5,-0.5,0.5,0.0,-1.0,-0.5,-0.5,-1.0,-0.5,0.0,-0.5,0.5,1.0,0.0,-0.686820903599663
0.0,-0.3333333333333333,1.0,-0.3054281345565749,-0.5,-1.0,-0.5,0.5,-0.5,0.0,0.0,-1.5,0.0,-1.0,-1.0,-1.5,0.5,1.0,0.0,-0.686820903599663
0.0,0.4166666666666667,1.0,-0.18845565749235474,-0.5,0.0,-0.5,0.0,-0.5,-0.3333333333333333,-0.5,-0.5,-1.0,-0.5,0.0,-0.5,0.0,1.0,0.0,-0.686820903599663
1.0,0.0,0.0,-0.507262996941896,-1.0,-1.0,-1.0,-0.5,-1.0,-0.6666666666666666,-1.0,-1.0,-1.5,-0.5,0.0,-1.0,-0.5,0.0,0.0,-0.686820903599663
0.0,0.125,0.0,2.116590214067278,1.0,1.0,1.0,0.5,-0.5,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-0.686820903599663
0.0,0.25,0.0,-0.4208715596330275,-0.5,-0.5,1.0,1.0,0.5,0.3333333333333333,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.0,-0.686820903599663
0.0,-0.5416666666666666,0.0,-0.0768348623853211,0.5,0.5,0.5,1.0,1.0,0.3333333333333333,0.5,0.0,-0.5,0.0,1.0,0.5,1.0,0.0,0.0,-0.686820903599663
1.0,-0.7916666666666666,0.0,0.9002293577981652,-1.5,0.5,-1.5,0.5,-1.5,0.0,0.0,0.0,-1.0,0.5,0.0,0.0,0.5,0.0,1.0,-0.686820903599663
0.0,-0.16666666666666666,1.0,0.17851681957186544,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.5,0.0,1.0,-0.686820903599663
0.0,0.9166666666666666,1.0,0.028669724770642203,0.5,-0.5,0.0,-0.5,0.0,-0.6666666666666666,-1.0,-1.5,-0.5,-0.5,-1.0,-1.0,-0.5,1.0,0.0,-0.686820903599663
0.0,-0.7916666666666666,0.0,0.6548165137614679,0.5,-1.0,-1.0,0.5,0.5,0.0,0.0,-1.5,-1.0,-0.5,1.0,0.0,0.5,0.0,1.0,-0.686820903599663
0.0,0.75,1.0,0.028669724770642203,0.0,-0.5,0.0,0.0,0.0,-0.3333333333333333,-1.5,-1.5,-0.5,-1.0,-1.0,-1.5,0.5,1.0,0.0,-0.686820903599663
0.0,0.5416666666666666,0.0,1.1097094801223242,-1.5,0.5,-1.5,1.0,0.5,0.3333333333333333,-0.5,-0.5,-0.5,-0.5,2.0,-0.5,0.5,0.0,0.0,-0.686820903599663
0.0,0.3333333333333333,1.0,0.028669724770642203,-0.5,0.5,-0.5,0.5,0.5,0.0,-0.5,-0.5,-1.0,-0.5,1.0,-0.5,0.0,1.0,0.0,-0.686820903599663
0.0,0.0,0.0,1.5600152905198776,0.0,0.0,0.0,-0.5,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.686820903599663
0.0,0.16666666666666666,0.0,-0.5324923547400612,-0.5,0.5,0.5,0.0,-1.0,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,-0.686820903599663
0.0,0.6666666666666666,1.0,-0.23738532110091742,-1.5,0.5,-1.5,-0.5,-1.5,-1.0,-1.0,0.5,-0.5,0.0,0.0,0.5,-0.5,1.0,0.0,-0.686820903599663
0.0,-0.041666666666666664,0.0,0.7679663608562691,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,-0.686820903599663
0.0,-0.4583333333333333,0.0,-0.4224006116207951,-0.5,-0.5,-0.5,1.0,1.0,0.3333333333333333,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.0,0.0,-0.686820903599663
0.0,0.8333333333333334,0.0,0.7182721712538226,-1.0,-1.0,-1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.686820903599663
0.0,-0.6666666666666666,0.0,2.1594036697247705,-0.5,1.0,1.0,-0.5,-0.5,-0.6666666666666666,-1.0,-0.5,0.5,0.0,-1.0,-0.5,-0.5,0.0,0.0,-0.686820903599663
1.0,-0.625,0.0,-0.39946483180428133,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.5,0.0,-0.5,0.5,0.0,0.0,-1.0,0.0,0.0,-0.686820903599663
0.0,1.25,1.0,0.2113914373088685,0.0,1.0,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,-0.5,-1.0,1.0,0.0,0.0,1.0,0.0,-0.686820903599663
0.0,-0.2916666666666667,1.0,0.2916666666666667,0.0,0.5,0.5,-1.0,0.5,-0.6666666666666666,-1.5,0.0,0.5,0.0,2.0,0.5,-1.0,1.0,0.0,-0.686820903599663
0.0,-1.2916666666666667,1.0,0.7679663608562691,-0.5,-0.5,-0.5,0.5,-0.5,0.0,0.0,0.0,-1.0,-1.0,-2.0,-0.5,0.5,1.0,0.0,-0.686820903599663
0.0,-0.125,1.0,-0.4720948012232416,-1.0,-1.0,-1.0,1.0,-1.0,0.3333333333333333,0.5,-0.5,-1.5,0.0,1.0,-0.5,1.0,1.0,0.0,-0.686820903599663
0.0,0.0,0.0,-0.29090214067278286,-1.0,-1.0,-0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.0,-0.686820903599663
0.0,0.4583333333333333,0.0,-0.42010703363914376,-1.5,-1.5,-1.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.0,-0.686820903599663
0.0,-0.041666666666666664,0.0,1.2358562691131498,-0.5,-0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.686820903599663
0.0,-0.20833333333333334,0.0,0.9315749235474006,0.5,-0.5,-0.5,-1.0,0.5,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-0.686820903599663
0.0,1.125,0.0,2.287079510703364,1.0,1.0,0.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,-0.686820903599663
0.0,0.2916666666666667,0.0,0.6785168195718655,0.5,0.5,0.5,-1.0,0.0,-0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-0.686820903599663
0.0,0.25,1.0,-0.014908256880733946,0.5,1.0,0.5,-0.5,0.5,-0.6666666666666666,-1.0,-0.5,0.0,-0.5,0.0,-0.5,-0.5,1.0,0.0,-0.686820903599663
0.0,1.25,1.0,-0.09441896024464831,-0.5,0.5,0.0,0.5,0.5,0.3333333333333333,0.0,0.0,-0.5,0.5,2.0,0.0,1.0,1.0,0.0,-0.686820903599663
1.0,-0.25,0.0,-0.2297400611620795,-0.5,-1.0,-1.0,0.0,-1.0,-0.3333333333333333,-0.5,-1.5,0.0,-1.0,1.0,-1.0,0.0,0.0,1.0,-0.686820903599663
0.0,0.08333333333333333,1.0,1.3146024464831805,1.0,0.0,1.0,0.5,1.0,-0.6666666666666666,0.0,0.5,-1.5,0.5,-2.0,-1.0,0.5,1.0,0.0,-0.686820903599663
0.0,-0.4583333333333333,1.0,0.15022935779816513,-0.5,1.0,-0.5,0.0,-0.5,-0.3333333333333333,-0.5,0.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0,-0.686820903599663
0.0,0.08333333333333333,1.0,-0.46215596330275227,-1.0,0.5,-1.0,0.5,0.5,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,0.5,1.0,0.0,-0.686820903599663
0.0,0.20833333333333334,0.0,-0.1532874617737003,-1.0,-1.0,-1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,-0.686820903599663
1.0,-0.625,0.0,0.2672018348623853,0.5,0.5,0.5,-0.5,0.5,-0.6666666666666666,-1.0,0.0,-1.5,0.0,-1.0,-1.0,-0.5,1.0,0.0,-0.686820903599663
1.0,0.625,0.0,0.6769877675840978,-0.5,-0.5,-0.5,0.5,-0.5,0.3333333333333333,0.0,0.5,-1.0,0.0,2.0,0.0,0.5,0.0,0.0,-0.686820903599663
1.0,0.75,0.0,-0.3367737003058104,-1.0,-1.5,-1.5,1.0,-1.0,0.3333333333333333,0.5,-1.5,0.0,-0.5,-2.0,-0.5,1.0,0.0,1.0,-0.686820903599663
0.0,-0.4583333333333333,1.0,0.6899847094801224,-0.5,1.0,-0.5,1.0,-0.5,0.3333333333333333,0.5,0.5,-1.0,0.0,0.0,0.5,1.0,1.0,0.0,-0.686820903599663
0.0,0.0,0.0,0.5990061162079511,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,2.0,0.5,0.0,0.0,0.0,-0.686820903599663
0.0,-1.0416666666666667,1.0,-0.10818042813455657,-1.0,1.0,-1.0,0.5,-1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.5,1.0,0.0,-0.686820903599663
0.0,-0.20833333333333334,0.0,-0.36964831804281345,0.0,0.0,0.0,-0.5,1.0,0.3333333333333333,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.0,0.0,-0.686820903599663
1.0,0.16666666666666666,0.0,0.41857798165137616,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.5,-1.0,-1.5,-1.0,-1.5,0.5,1.0,0.0,-0.686820903599663
1.0,-0.7083333333333334,0.0,0.26567278287461776,0.0,-1.5,0.0,0.0,0.0,-0.3333333333333333,-0.5,0.0,-0.5,0.5,0.0,0.5,0.0,0.0,1.0,-0.686820903599663
0.0,-0.3333333333333333,0.0,-0.261085626911315,-1.0,-1.0,-1.0,0.5,0.5,0.0,0.0,-0.5,0.0,0.0,1.0,0.5,0.5,0.0,0.0,-0.686820903599663
0.0,0.625,0.0,0.17851681957186544,-0.5,-0.5,-0.5,-0.5,-0.5,-0.6666666666666666,-1.0,-1.0,-1.0,-0.5,-1.0,-0.5,-0.5,1.0,0.0,-0.686820903599663
0.0,0.8333333333333334,0.0,1.2144495412844036,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.0,-0.5,0.0,1.0,0.0,0.5,0.0,0.0,-0.686820903599663
0.0,-0.5,1.0,-0.15175840978593272,-1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.5,0.5,0.5,0.0,2.0,0.0,-1.0,1.0,0.0,-0.686820903599663
0.0,0.8333333333333334,0.0,1.0600152905198776,-1.0,-1.0,-1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.0,0.0,-0.686820903599663
0.0,-0.6666666666666666,1.0,-0.4812691131498471,-1.0,0.5,-1.0,0.0,-1.0,0.0,-0.5,0.5,0.5,0.0,1.0,-1.0,0.0,1.0,0.0,-0.686820903599663
0.0,-0.375,0.0,-0.29090214067278286,0.0,0.0,-1.0,0.0,0.0,-0.3333333333333333,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.686820903599663
0.0,0.2916666666666667,1.0,0.1242354740061162,-0.5,-1.0,-0.5,0.0,-0.5,-0.3333333333333333,-0.5,-1.0,-1.0,0.0,-1.0,0.0,0.0,1.0,0.0,-0.686820903599663
0.0,0.75,1.0,-0.23738532110091742,-0.5,0.5,-0.5,0.5,0.5,0.0,0.5,0.5,-1.0,-1.0,2.0,0.5,0.5,1.0,0.0,-0.686820903599663
0.0,1.2083333333333333,0.0,-0.31995412844036697,-0.5,0.0,1.0,-1.0,-0.5,-1.0,-1.5,-1.0,-0.5,-0.5,0.0,0.0,-1.0,0.0,1.0,-0.686820903599663
0.0,0.625,0.0,-0.39870030581039756,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.686820903599663
0.0,0.75,1.0,-0.2786697247706422,0.0,0.5,0.0,1.0,0.0,0.3333333333333333,0.5,0.5,0.0,0.5,2.0,0.5,1.0,1.0,0.0,-0.686820903599663
0.0,-0.125,0.0,-0.4331039755351682,1.0,-1.0,-1.0,1.0,1.0,0.3333333333333333,0.5,-1.5,-1.0,-1.0,2.0,-1.0,1.0,1.0,0.0,-0.686820903599663
0.0,-0.7083333333333334,0.0,1.7045107033639144,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.5,0.0,0.0,-0.686820903599663
0.0,-0.125,1.0,0.03707951070336391,-0.5,0.0,-0.5,1.0,-0.5,0.3333333333333333,0.5,-1.0,-1.5,0.0,1.0,0.0,1.0,1.0,0.0,-0.686820903599663
0.0,-0.125,1.0,0.04931192660550459,-0.5,0.0,-0.5,0.0,-0.5,0.0,-0.5,-1.0,0.0,-0.5,2.0,0.0,0.0,1.0,0.0,-0.686820903599663
0.0,0.5416666666666666,0.0,1.1242354740061162,0.5,0.5,0.5,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.686820903599663
0.0,0.08333333333333333,0.0,-0.29090214067278286,-0.5,-0.5,-0.5,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.686820903599663
0.0,0.8333333333333334,1.0,-0.10818042813455657,-0.5,1.0,-0.5,-0.5,0.5,0.0,-0.5,-0.5,-1.0,-0.5,2.0,-0.5,1.0,1.0,0.0,-0.686820903599663
0.0,-0.625,0.0,1.2503822629969419,-1.0,-1.0,-1.0,1.0,1.0,0.3333333333333333,0.5,0.0,-1.5,0.5,2.0,-0.5,1.0,0.0,0.0,-0.686820903599663
1.0,-0.125,0.0,-0.5042048929663608,0.5,0.5,0.5,0.5,0.5,0.3333333333333333,0.0,-1.0,0.5,0.5,-2.0,-1.5,0.5,0.0,0.0,-0.686820903599663
0.0,0.375,0.0,0.6594036697247706,-0.5,-0.5,-0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.686820903599663
0.0,-0.5833333333333334,1.0,-0.48356269113149847,-0.5,0.5,-0.5,0.0,-0.5,-0.3333333333333333,-0.5,0.5,-0.5,-1.5,-2.0,0.5,0.0,0.0,0.0,-0.686820903599663
0.0,-0.6666666666666666,0.0,-0.1257645259938838,0.0,-1.0,-1.0,0.0,0.0,-0.3333333333333333,-0.5,-1.5,0.5,-0.5,-1.0,-0.5,0.0,0.0,0.0,-0.686820903599663
0.0,0.9583333333333334,1.0,0.1357033639143731,0.0,1.0,0.5,0.0,0.5,-0.3333333333333333,-0.5,0.5,0.0,0.5,1.0,0.0,0.0,1.0,0.0,-0.686820903599663
0.0,-0.16666666666666666,1.0,0.2113914373088685,1.0,0.5,0.5,-1.0,0.5,-1.0,-1.5,0.0,-1.0,-0.5,0.0,0.0,-1.0,1.0,0.0,-0.686820903599663
1.0,-0.9583333333333334,0.0,0.6571100917431193,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.5,0.0,2.0,0.5,0.5,0.0,0.0,-0.686820903599663
1.0,-0.625,0.0,-0.49732415902140675,-1.0,1.0,-1.0,1.0,-1.0,0.3333333333333333,0.5,0.5,-0.5,0.5,1.0,0.5,1.0,0.0,0.0,-0.686820903599663
0.0,0.4583333333333333,1.0,-0.09671253822629969,-0.5,0.5,-0.5,0.5,0.5,0.3333333333333333,-0.5,-0.5,-1.0,-0.5,1.0,-0.5,1.0,1.0,0.0,-0.686820903599663
0.0,0.16666666666666666,1.0,0.034785932721712536,-0.5,0.5,-1.0,0.0,0.5,0.0,0.5,0.5,-1.5,0.5,1.0,0.5,1.0,1.0,0.0,-0.686820903599663
1.0,-0.125,0.0,-0.27102446483180426,-0.5,-0.5,-0.5,1.0,-0.5,0.3333333333333333,0.5,0.0,-0.5,0.5,1.0,0.0,1.0,0.0,0.0,-0.686820903599663
0.0,-1.125,1.0,-0.36811926605504586,-0.5,0.5,-0.5,-0.5,-0.5,-0.6666666666666666,-1.0,0.5,0.5,0.0,2.0,0.0,-0.5,0.0,1.0,-0.686820903599663
0.0,-1.0833333333333333,0.0,1.936926605504587,-0.5,-1.0,-1.0,-0.5,-0.5,-0.6666666666666666,-1.0,-0.5,-1.0,-0.5,-1.0,0.0,-0.5,0.0,0.0,-0.686820903599663
1.0,-0.9583333333333334,0.0,-0.05389908256880734,-1.5,-1.5,-1.5,1.0,-1.5,0.3333333333333333,0.5,0.0,-0.5,0.5,1.0,0.0,1.0,1.0,0.0,-0.686820903599663
0.0,0.375,0.0,-0.28172782874617736,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,-0.686820903599663
0.0,-1.25,1.0,1.3887614678899083,-0.5,0.0,-0.5,0.0,-0.5,-0.3333333333333333,-0.5,-1.5,0.5,0.0,0.0,-0.5,0.0,1.0,0.0,-0.686820903599663
0.0,0.5,0.0,2.183103975535168,-1.0,-1.0,1.0,0.5,1.0,0.0,-0.5,-0.5,0.0,-0.5,0.0,-0.5,1.0,0.0,0.0,-0.686820903599663
0.0,0.5833333333333334,0.0,0.738914373088685,-1.0,-1.0,-1.0,-0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,-0.686820903599663
