Gender,Customer Type,Age,Type of Travel,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Class_Eco,Class_Eco Plus
1.0,0.0,0.0,0.0,-0.13834586466165413,1.0,1.0,1.0,-0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0
1.0,1.0,-0.041666666666666664,0.0,-0.42857142857142855,-0.5,-0.5,-0.5,0.0,-1.0,-0.3333333333333333,-0.3333333333333333,-2.0,-1.5,0.0,-1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5,0.0,2.0218045112781953,-0.5,-0.5,-0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.3333333333333333,0.0,1.2894736842105263,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.0
1.0,0.0,-0.08333333333333333,1.0,-0.4481203007518797,-0.5,0.5,-0.5,0.5,-1.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.5,0.5,1.0,0.0
1.0,0.0,0.25,0.0,0.5609022556390978,-0.5,-0.5,-0.5,-0.5,0.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,2.0,0.5,0.5,0.0,0.0
0.0,0.0,-0.08333333333333333,0.0,-0.47293233082706765,0.5,0.5,0.5,0.5,0.0,0.0,0.0,-1.0,-0.5,-1.5,-2.0,0.0,0.5,0.0,1.0
0.0,0.0,0.5416666666666666,0.0,0.5413533834586466,0.5,0.5,0.5,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,1.0,0.5,1.0,0.0,0.0
1.0,0.0,0.20833333333333334,1.0,0.0924812030075188,0.0,1.0,0.0,-1.0,-0.5,-1.0,-1.0,0.0,0.0,0.5,0.0,0.0,-1.0,1.0,0.0
0.0,1.0,0.4166666666666667,0.0,-0.42857142857142855,0.5,-1.5,0.5,0.5,0.0,0.0,0.0,1.0,-1.0,-1.5,1.0,0.0,0.5,1.0,0.0
0.0,1.0,0.041666666666666664,0.0,0.6646616541353384,-0.5,-1.0,-1.0,0.0,-1.0,0.0,-0.3333333333333333,-1.0,0.5,-0.5,1.0,0.5,0.0,0.0,0.0
0.0,1.0,-0.625,0.0,0.02330827067669173,0.5,0.5,0.5,0.0,0.0,-0.3333333333333333,-0.3333333333333333,-2.0,-0.5,-1.0,0.0,-0.5,0.0,1.0,0.0
0.0,1.0,-0.7916666666666666,0.0,0.05639097744360902,0.5,-1.5,0.5,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.5,-1.0,0.0,0.0
0.0,0.0,0.7083333333333334,1.0,-0.21503759398496242,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,-0.5,0.5,1.0,0.5,1.0,0.0,1.0
1.0,0.0,0.16666666666666666,1.0,-0.07293233082706767,0.0,1.0,0.0,1.0,-0.5,-0.6666666666666666,0.3333333333333333,0.0,0.0,0.5,0.0,0.5,1.0,1.0,0.0
1.0,0.0,0.20833333333333334,0.0,1.7398496240601504,0.0,0.0,0.0,-1.0,-1.5,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
1.0,1.0,-1.125,0.0,-0.1962406015037594,-0.5,-0.5,-0.5,0.0,-1.0,-0.3333333333333333,-0.3333333333333333,-1.0,-1.5,-0.5,-2.0,0.0,0.0,1.0,0.0
1.0,0.0,0.8333333333333334,1.0,0.10902255639097744,-1.5,1.0,-1.5,0.5,-2.0,-0.3333333333333333,0.0,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.0
0.0,0.0,0.4583333333333333,0.0,-0.39473684210526316,1.0,0.5,0.5,0.5,-0.5,-1.0,0.3333333333333333,1.0,0.5,0.5,-2.0,0.5,-1.0,0.0,1.0
1.0,0.0,-0.875,1.0,-0.33383458646616543,0.0,-1.0,0.0,0.0,-0.5,-0.3333333333333333,-0.3333333333333333,-2.0,-1.5,-0.5,-2.0,-0.5,0.0,0.0,0.0
1.0,0.0,-0.875,0.0,1.2045112781954888,1.0,1.0,1.0,0.5,0.5,0.0,0.0,1.0,0.5,-1.5,2.0,0.0,0.5,0.0,0.0
0.0,0.0,-0.4583333333333333,1.0,-0.02857142857142857,-0.5,1.0,-0.5,1.0,-1.0,-1.0,0.3333333333333333,0.0,-1.0,0.0,0.0,0.5,1.0,1.0,0.0
0.0,1.0,-0.5416666666666666,0.0,0.22105263157894736,0.0,0.0,0.0,0.0,-0.5,-0.3333333333333333,-0.3333333333333333,0.0,-1.5,-0.5,0.0,-0.5,0.0,0.0,1.0
1.0,1.0,-0.75,0.0,-0.41729323308270677,1.0,-1.5,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,-1.0,0.0,0.0,0.0,-1.5,1.0,0.0,0.0
1.0,1.0,-1.2083333333333333,0.0,0.13984962406015036,-1.0,-1.0,-1.0,-1.0,-1.5,-1.0,-1.0,0.0,-0.5,0.0,-1.0,-1.5,-1.0,1.0,0.0
0.0,1.0,-0.5833333333333334,0.0,-0.22406015037593985,-0.5,-1.5,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,-2.0,-0.5,-1.0,1.0,0.0
0.0,0.0,-0.5833333333333334,1.0,0.26917293233082706,0.0,1.0,-0.5,0.5,-1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.5,1.0,0.0
1.0,0.0,-0.3333333333333333,0.0,0.724812030075188,-1.0,1.0,0.5,-1.0,-1.5,-1.0,-1.0,-3.0,-1.5,-1.0,1.0,-0.5,-1.0,0.0,0.0
0.0,0.0,-0.20833333333333334,0.0,1.0090225563909774,-0.5,-0.5,-0.5,-1.0,0.5,-1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.0,0.0
1.0,0.0,0.5,1.0,-0.07293233082706767,-0.5,1.0,-0.5,0.0,-1.0,-0.3333333333333333,-0.3333333333333333,-3.0,-1.5,-1.0,-1.0,-1.0,0.0,1.0,0.0
1.0,0.0,0.20833333333333334,0.0,0.8015037593984963,-1.0,-1.0,-1.0,1.0,0.5,0.0,-0.6666666666666666,-2.0,-1.0,-1.0,2.0,-1.0,1.0,0.0,0.0
1.0,0.0,-1.2083333333333333,1.0,-0.33909774436090223,-1.0,1.0,-1.0,0.0,-1.5,-0.3333333333333333,-0.3333333333333333,0.0,-1.0,0.0,2.0,0.5,0.0,1.0,0.0
0.0,0.0,-0.25,0.0,-0.3097744360902256,0.0,0.0,0.0,0.5,0.0,-1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.75,1.0,-0.12631578947368421,0.0,1.0,0.0,0.0,-0.5,-0.3333333333333333,-0.3333333333333333,0.0,0.5,0.0,2.0,0.5,0.0,1.0,0.0
1.0,0.0,-1.3333333333333333,0.0,0.3894736842105263,0.5,0.5,0.5,0.5,0.0,0.0,0.0,-2.0,-1.0,0.0,-1.0,-1.5,0.5,1.0,0.0
0.0,0.0,-0.7916666666666666,0.0,2.04812030075188,0.0,-1.0,-1.0,0.0,-1.0,-0.3333333333333333,-0.3333333333333333,-1.0,-0.5,-0.5,-2.0,-0.5,0.0,0.0,0.0
1.0,0.0,-0.375,0.0,0.6270676691729323,0.0,-0.5,0.5,0.0,-0.5,-0.3333333333333333,-0.3333333333333333,-2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.16666666666666666,1.0,-0.3458646616541353,-0.5,-1.5,-0.5,-0.5,-0.5,0.3333333333333333,-1.0,-3.0,-1.0,-1.5,-1.0,-1.5,1.0,1.0,0.0
1.0,0.0,-0.5416666666666666,0.0,-0.14887218045112782,-0.5,-0.5,-0.5,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,-1.0,0.5,0.0,0.5,1.0,0.0,0.0
0.0,0.0,0.2916666666666667,0.0,0.17593984962406015,0.0,-1.0,0.0,-0.5,0.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0
1.0,0.0,-0.6666666666666666,0.0,1.5917293233082708,0.0,0.0,0.0,0.0,-0.5,-0.3333333333333333,-0.3333333333333333,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
1.0,0.0,1.125,0.0,1.4082706766917292,-1.0,-1.0,-1.0,-1.0,-0.5,-0.3333333333333333,-1.0,-3.0,-1.5,-1.5,-2.0,-1.5,-1.0,0.0,0.0
1.0,0.0,-0.3333333333333333,0.0,1.6924812030075187,-0.5,-0.5,-0.5,0.5,0.0,0.0,0.0,0.0,-1.5,-1.5,0.0,0.5,0.5,0.0,0.0
1.0,0.0,-1.1666666666666667,1.0,0.1443609022556391,0.5,1.0,0.5,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,2.0,0.0,-1.0,1.0,0.0
0.0,0.0,0.6666666666666666,0.0,1.3398496240601503,0.0,-1.0,-1.0,1.0,-0.5,-0.6666666666666666,-0.3333333333333333,-1.0,-0.5,-0.5,0.0,-0.5,0.5,0.0,0.0
0.0,0.0,0.75,1.0,-0.31203007518796994,0.0,1.0,1.0,-0.5,-0.5,0.3333333333333333,-1.0,-3.0,0.5,-1.5,0.0,-1.5,0.0,0.0,0.0
0.0,0.0,0.625,0.0,2.1413533834586467,-1.5,0.5,-1.5,0.5,0.5,0.3333333333333333,0.0,0.0,-1.5,-1.5,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5833333333333334,1.0,0.04360902255639098,0.5,1.0,1.0,-0.5,0.0,0.0,-0.3333333333333333,-1.0,0.5,-0.5,0.0,-0.5,0.5,0.0,0.0
0.0,1.0,-0.4583333333333333,0.0,0.18721804511278195,-1.0,-1.0,-1.0,1.0,-1.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,0.0,-0.16666666666666666,0.0,-0.412781954887218,-0.5,0.5,0.5,-0.5,-1.0,-0.6666666666666666,-0.6666666666666666,-2.0,0.0,-1.0,-2.0,-1.5,-0.5,1.0,0.0
0.0,0.0,0.4166666666666667,0.0,1.7962406015037593,0.5,0.5,0.5,-0.5,0.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0
1.0,1.0,-0.6666666666666666,0.0,-0.2556390977443609,0.0,0.5,0.5,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0
0.0,0.0,0.8333333333333334,0.0,0.21428571428571427,-0.5,-0.5,-0.5,0.5,0.5,-1.0,-0.3333333333333333,-1.0,0.0,-0.5,2.0,-0.5,-1.0,0.0,0.0
0.0,0.0,0.7083333333333334,0.0,1.3526315789473684,-0.5,-0.5,-0.5,0.5,0.0,0.0,0.0,-1.0,0.5,0.0,1.0,-0.5,0.5,0.0,0.0
1.0,1.0,-0.8333333333333334,0.0,0.05639097744360902,-1.5,-1.5,-1.5,-0.5,-2.0,-0.6666666666666666,-0.6666666666666666,0.0,-0.5,0.5,0.0,0.5,-0.5,1.0,0.0
1.0,0.0,0.20833333333333334,0.0,0.7548872180451128,-0.5,1.0,-0.5,-0.5,0.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0
0.0,0.0,0.375,0.0,-0.3526315789473684,-1.5,-1.0,-1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,0.0,-0.625,0.0,1.475187969924812,0.5,0.5,0.5,0.0,-0.5,-0.3333333333333333,-0.3333333333333333,-1.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.0,0.0,0.5390977443609023,0.0,1.0,1.0,0.0,-0.5,-0.3333333333333333,-0.3333333333333333,-2.0,0.0,-0.5,-1.0,-0.5,0.0,0.0,0.0
1.0,0.0,0.75,0.0,0.7,-1.0,-1.0,-1.0,-0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.0,0.0
0.0,0.0,0.5,0.0,1.4902255639097743,0.5,-1.0,-1.0,-0.5,0.0,0.0,0.0,0.0,-0.5,0.0,-1.0,0.0,0.5,0.0,0.0
0.0,0.0,0.2916666666666667,0.0,-0.31278195488721805,1.0,0.0,0.0,-0.5,-1.5,-1.0,0.3333333333333333,1.0,0.5,0.5,0.0,0.5,0.5,1.0,0.0
0.0,0.0,0.2916666666666667,1.0,0.17819548872180452,-0.5,0.0,0.0,1.0,-0.5,-0.3333333333333333,0.0,0.0,-0.5,-1.5,0.0,0.0,0.5,1.0,0.0
0.0,0.0,0.041666666666666664,0.0,2.142857142857143,-1.0,-1.0,-1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.5,0.0,0.0
0.0,0.0,0.6666666666666666,1.0,1.330827067669173,-1.0,0.5,-1.0,0.0,-0.5,-1.0,0.3333333333333333,1.0,-1.5,0.5,-2.0,0.5,-0.5,1.0,0.0
1.0,0.0,-1.1666666666666667,1.0,0.02330827067669173,-0.5,0.0,-0.5,-1.0,-1.0,-1.0,-1.0,-3.0,-0.5,0.5,0.0,-1.0,-1.0,0.0,0.0
1.0,0.0,-1.1666666666666667,1.0,-0.24360902255639097,-0.5,0.5,-0.5,-0.5,-1.0,-0.6666666666666666,-0.6666666666666666,-1.0,0.0,-1.0,-1.0,-1.5,-0.5,1.0,0.0
1.0,0.0,-0.375,0.0,-0.31954887218045114,-1.0,1.0,1.0,-1.0,-1.5,-1.0,-1.0,-2.0,0.5,-0.5,1.0,0.0,-1.0,1.0,0.0
0.0,0.0,-0.08333333333333333,1.0,-0.38721804511278196,0.5,-1.5,1.0,-0.5,0.5,-0.6666666666666666,-0.6666666666666666,0.0,-1.0,0.0,0.0,0.5,-0.5,1.0,0.0
1.0,0.0,0.20833333333333334,1.0,-0.46090225563909776,-0.5,1.0,-1.5,-0.5,-2.0,0.3333333333333333,-0.6666666666666666,1.0,0.5,0.0,1.0,0.0,-0.5,1.0,0.0
1.0,0.0,0.125,0.0,0.8751879699248121,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.7083333333333334,0.0,-0.47593984962406016,0.0,0.5,0.5,1.0,-0.5,0.0,-0.6666666666666666,-2.0,-1.0,-0.5,1.0,-1.0,-0.5,0.0,0.0
0.0,0.0,0.125,0.0,2.306766917293233,1.0,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,1.0,0.5,0.5,2.0,0.5,0.0,0.0,0.0
1.0,0.0,0.20833333333333334,1.0,-0.09022556390977443,-0.5,1.0,-0.5,0.5,-1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.0
0.0,0.0,-0.875,0.0,1.0421052631578946,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0
0.0,0.0,0.3333333333333333,1.0,0.30526315789473685,0.5,-0.5,0.5,0.5,-0.5,-0.3333333333333333,-1.0,-3.0,0.0,-1.0,0.0,-1.5,-1.0,1.0,0.0
0.0,0.0,1.0,0.0,0.7421052631578947,-0.5,0.5,0.0,1.0,-0.5,-0.3333333333333333,-0.6666666666666666,-2.0,-0.5,-1.0,1.0,-1.0,0.5,0.0,0.0
0.0,0.0,-0.08333333333333333,0.0,2.230827067669173,-0.5,-0.5,-0.5,-1.0,-1.5,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0
1.0,0.0,-0.4583333333333333,1.0,0.17593984962406015,-1.0,0.5,-1.0,-1.0,-1.5,-1.0,-1.0,-1.0,-0.5,-0.5,1.0,-0.5,-1.0,1.0,0.0
1.0,0.0,0.2916666666666667,0.0,-0.3142857142857143,1.0,-1.0,-0.5,0.5,0.5,0.0,0.0,1.0,0.5,-1.0,1.0,-0.5,0.5,0.0,1.0
0.0,0.0,-0.9166666666666666,1.0,0.256390977443609,-0.5,1.0,-0.5,0.0,-1.0,-0.3333333333333333,-0.3333333333333333,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0
0.0,0.0,0.041666666666666664,0.0,1.843609022556391,-0.5,-0.5,-0.5,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
0.0,0.0,-1.1666666666666667,1.0,1.263157894736842,-0.5,0.5,-0.5,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.5,1.0,0.0,-1.0,1.0,0.0
0.0,0.0,-0.16666666666666666,1.0,1.450375939849624,-0.5,0.0,-0.5,-0.5,-0.5,-0.6666666666666666,0.0,1.0,-0.5,-0.5,-1.0,-0.5,-0.5,1.0,0.0
0.0,0.0,0.625,1.0,0.6180451127819548,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,0.3333333333333333,1.0,-1.0,0.5,0.0,0.5,-0.5,1.0,0.0
0.0,0.0,0.125,0.0,1.6676691729323307,0.0,0.0,0.0,-0.5,0.0,-0.3333333333333333,-0.6666666666666666,-2.0,-1.0,-0.5,-2.0,-1.0,-0.5,0.0,0.0
0.0,1.0,-0.20833333333333334,0.0,0.5082706766917293,-1.0,-1.0,-1.0,0.0,-1.5,-0.3333333333333333,-0.3333333333333333,-3.0,0.5,-1.5,0.0,-1.0,0.0,1.0,0.0
1.0,0.0,0.20833333333333334,0.0,0.5526315789473685,-1.0,-1.0,0.0,0.0,0.5,0.0,0.3333333333333333,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.0
1.0,0.0,0.8333333333333334,0.0,0.7872180451127819,0.5,0.5,0.5,-1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,-2.0,0.0,-0.5,0.0,0.0
1.0,0.0,0.3333333333333333,0.0,0.7037593984962406,0.5,1.0,0.5,0.5,-1.0,-0.3333333333333333,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0
0.0,0.0,0.4583333333333333,1.0,-0.293984962406015,-0.5,0.5,1.0,-0.5,0.0,0.3333333333333333,-0.3333333333333333,-1.0,0.5,-0.5,-2.0,-0.5,-1.0,1.0,0.0
0.0,0.0,-0.125,0.0,0.14360902255639096,0.0,0.5,0.5,0.0,-0.5,-0.3333333333333333,-0.3333333333333333,-2.0,-1.0,-0.5,0.0,-0.5,0.0,1.0,0.0
0.0,0.0,0.3333333333333333,0.0,0.8699248120300752,-1.0,-1.0,-1.0,0.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,1.0,0.5,1.0,0.0,0.0
0.0,0.0,-0.875,1.0,-0.2864661654135338,-0.5,-0.5,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-0.5,-1.0,1.0,0.0
0.0,1.0,-0.5833333333333334,0.0,0.20225563909774436,0.0,0.0,0.0,0.5,-0.5,0.0,0.0,-1.0,0.5,0.0,-1.0,0.0,0.5,1.0,0.0
1.0,0.0,1.25,0.0,-0.36165413533834584,0.5,0.0,0.0,0.5,0.0,0.0,0.0,-2.0,-0.5,-0.5,-2.0,-0.5,0.5,1.0,0.0
0.0,0.0,0.20833333333333334,0.0,0.6022556390977444,-0.5,-0.5,-0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.4583333333333333,0.0,1.7323308270676692,-0.5,0.5,0.5,0.0,-0.5,0.0,-0.6666666666666666,-2.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,0.0
0.0,0.0,-1.1666666666666667,1.0,-0.05037593984962406,0.0,0.5,0.0,-1.0,-0.5,-1.0,-1.0,1.0,-1.0,0.0,1.0,0.0,-1.0,1.0,0.0
1.0,0.0,0.20833333333333334,0.0,-0.1774436090225564,0.5,-0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,-0.5,2.0,0.5,0.5,1.0,0.0
0.0,0.0,0.5416666666666666,1.0,-0.17593984962406015,0.5,0.5,0.5,0.5,0.5,0.0,0.3333333333333333,1.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0
0.0,0.0,-0.125,0.0,0.7631578947368421,-0.5,0.5,0.0,0.5,0.0,-0.3333333333333333,-0.6666666666666666,-2.0,-1.0,-1.0,-2.0,-1.0,0.5,0.0,0.0
1.0,0.0,0.75,0.0,0.02030075187969925,-1.0,-1.0,-1.0,1.0,0.5,0.3333333333333333,-0.3333333333333333,-1.0,-0.5,-0.5,2.0,-0.5,0.0,0.0,0.0
0.0,0.0,0.625,1.0,-0.32857142857142857,-0.5,0.0,-0.5,-0.5,-0.5,0.3333333333333333,-0.6666666666666666,-2.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,0.0
0.0,0.0,-1.0416666666666667,1.0,-0.518796992481203,0.0,1.0,0.0,1.0,-0.5,-1.0,0.3333333333333333,1.0,0.5,0.0,0.0,0.5,1.0,1.0,0.0
0.0,0.0,0.08333333333333333,0.0,-0.05112781954887218,1.0,-1.0,0.5,0.0,-0.5,-0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.0,0.5,-1.0,1.0,0.0
1.0,0.0,0.5,1.0,-0.07593984962406015,0.5,0.5,0.5,0.5,0.0,0.0,0.0,-1.0,0.0,0.5,2.0,0.0,0.5,1.0,0.0
1.0,0.0,1.125,1.0,1.1699248120300751,0.0,0.5,0.0,1.0,-0.5,-0.6666666666666666,0.3333333333333333,0.0,-1.0,-0.5,-2.0,0.0,1.0,1.0,0.0
0.0,0.0,0.20833333333333334,0.0,2.2,0.5,0.5,0.5,0.0,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
1.0,0.0,0.3333333333333333,0.0,0.24135338345864663,0.5,1.0,1.0,0.5,0.0,0.0,0.0,-1.0,0.5,0.0,-2.0,-1.0,0.5,1.0,0.0
0.0,1.0,0.0,0.0,-0.47368421052631576,-1.0,-1.0,-1.0,0.5,-1.5,-0.6666666666666666,0.0,-2.0,0.0,0.5,2.0,-1.0,0.5,0.0,0.0
1.0,0.0,0.4166666666666667,0.0,0.337593984962406,1.0,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0
0.0,0.0,-0.9166666666666666,1.0,-0.17819548872180452,-0.5,1.0,-0.5,-0.5,-1.0,-0.6666666666666666,-0.6666666666666666,1.0,0.5,0.0,2.0,0.0,-0.5,0.0,1.0
1.0,0.0,-0.4166666666666667,0.0,0.5368421052631579,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,-0.5,0.0,0.0,0.5,1.0,0.0,0.0
0.0,1.0,-0.5833333333333334,0.0,-0.4481203007518797,0.0,-0.5,0.0,-1.0,-0.5,-1.0,-1.0,0.0,0.5,0.0,0.0,-0.5,-1.0,1.0,0.0
1.0,1.0,-0.125,0.0,-0.23909774436090225,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0
