Customer Type,Age,Type of Travel,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Class_Eco,Class_Eco Plus,Arrival Delay in Minutes_log
0.0,0.8333333333333334,1.0,-0.06726457399103139,0.0,0.5,0.0,1.0,-0.5,0.3333333333333333,0.5,-1.5,0.5,-0.5,-2.0,-0.5,1.0,1.0,0.0,0.0
0.0,-0.4166666666666667,0.0,2.039611360239163,-1.0,-0.5,1.0,-1.0,-1.5,-1.0,-1.5,0.0,-1.0,-0.5,0.0,-0.5,-1.0,0.0,0.0,0.0
1.0,-0.5833333333333334,0.0,0.1726457399103139,1.0,1.0,1.0,0.5,0.5,0.0,0.0,-0.5,-1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0
1.0,-0.125,0.0,0.07399103139013453,0.0,0.0,0.0,-0.5,-0.5,-0.6666666666666666,-1.0,-0.5,-1.0,0.0,0.0,0.5,-0.5,0.0,0.0,0.0
0.0,0.5,0.0,-0.04857997010463378,-1.0,-1.0,0.5,0.5,-1.5,0.0,0.5,0.5,0.0,0.5,2.0,0.5,-1.0,0.0,0.0,0.0
0.0,0.875,1.0,0.8692077727952168,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,-0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0
0.0,0.6666666666666666,0.0,-0.28998505231689087,1.0,1.0,1.0,0.0,-1.0,-0.6666666666666666,0.0,0.0,0.0,0.0,-2.0,0.0,-0.5,0.0,0.0,0.0
0.0,-0.5833333333333334,0.0,-0.07698056801195814,1.0,1.0,1.0,0.0,-0.5,-0.3333333333333333,-0.5,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0
0.0,0.75,1.0,-0.06576980568011959,-0.5,0.5,-0.5,-0.5,-1.0,-0.6666666666666666,-1.0,0.0,-1.0,0.5,1.0,0.5,-0.5,1.0,0.0,0.0
0.0,-0.16666666666666666,0.0,-0.06576980568011959,0.5,1.0,1.0,0.5,0.0,0.0,0.0,-1.5,-0.5,-0.5,0.0,-0.5,0.5,1.0,0.0,0.0
0.0,0.20833333333333334,0.0,-0.48878923766816146,0.5,1.0,1.0,1.0,-1.5,0.3333333333333333,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.16666666666666666,0.0,1.288490284005979,0.0,0.5,0.0,-0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.08333333333333333,1.0,-0.3692077727952167,-0.5,1.0,-0.5,-0.5,0.5,0.3333333333333333,-1.5,-1.5,-1.0,-1.5,1.0,-1.5,0.5,0.0,1.0,0.0
0.0,0.7083333333333334,1.0,0.10164424514200299,-0.5,0.5,-0.5,-0.5,-1.0,-0.6666666666666666,-1.0,-0.5,-0.5,0.5,1.0,0.0,-0.5,1.0,0.0,0.0
0.0,0.20833333333333334,0.0,-0.4850523168908819,-1.5,0.5,-1.5,-0.5,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.0,0.0
0.0,-0.625,0.0,-0.2436472346786248,0.0,0.5,0.5,0.0,-0.5,-0.3333333333333333,-0.5,0.0,-0.5,-0.5,0.0,-1.0,0.0,0.0,0.0,0.0
1.0,-0.5416666666666666,0.0,0.24588938714499253,-0.5,-0.5,-0.5,0.0,-1.0,-0.3333333333333333,-0.5,-1.0,-1.0,0.0,1.0,-1.5,0.0,0.0,0.0,0.0
0.0,-0.7083333333333334,0.0,1.0246636771300448,-0.5,0.0,0.0,-0.5,-1.0,-0.6666666666666666,-1.0,-1.0,0.5,-0.5,-1.0,-0.5,-0.5,0.0,0.0,0.0
0.0,0.4166666666666667,0.0,-0.5493273542600897,-0.5,0.0,0.0,0.0,-1.5,0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,0.5,1.0,0.0,0.0
0.0,0.9166666666666666,0.0,0.5994020926756353,-0.5,-0.5,-0.5,0.0,-1.5,-0.6666666666666666,0.5,0.5,0.5,0.5,-2.0,0.5,-1.0,0.0,0.0,0.0
0.0,-0.16666666666666666,0.0,-0.1210762331838565,-0.5,1.0,1.0,-0.5,-1.0,-0.6666666666666666,-1.0,-0.5,-0.5,-0.5,-1.0,0.0,-0.5,0.0,1.0,0.0
0.0,0.0,0.0,0.8609865470852018,0.5,0.5,0.5,1.0,0.0,-0.3333333333333333,-1.5,-1.5,-1.0,0.0,-1.0,-1.5,-0.5,0.0,0.0,0.0
0.0,0.7083333333333334,1.0,-0.4940209267563528,-0.5,0.5,-1.5,0.0,-2.0,0.0,-0.5,-0.5,-1.5,-1.5,0.0,0.5,0.0,1.0,0.0,0.0
0.0,0.25,1.0,0.2055306427503737,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.0,-0.5,0.0,1.0,0.0,0.5,1.0,0.0,0.0
0.0,-1.1666666666666667,1.0,-0.18086696562032886,-1.5,0.0,-1.5,-1.0,-2.0,-1.0,-1.5,-1.5,-1.5,-0.5,-2.0,0.0,-1.0,1.0,0.0,0.0
0.0,-0.041666666666666664,0.0,1.6808669656203288,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.7916666666666666,0.0,1.1621823617339313,-0.5,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0,1.0,0.0,0.0,0.0
0.0,0.4583333333333333,0.0,-0.10762331838565023,-0.5,0.5,0.5,-0.5,-1.0,-0.6666666666666666,-1.0,-1.0,0.5,-0.5,1.0,-0.5,-0.5,0.0,1.0,0.0
0.0,0.125,0.0,-0.3961136023916293,0.5,-1.0,0.0,0.5,0.0,0.0,0.0,-0.5,-0.5,-1.0,-2.0,0.0,0.5,1.0,0.0,0.0
0.0,0.5416666666666666,1.0,-0.5493273542600897,0.0,0.5,-1.5,0.0,-2.0,-0.3333333333333333,-0.5,0.5,0.5,0.0,2.0,0.5,0.0,1.0,0.0,0.0
0.0,0.2916666666666667,0.0,1.203288490284006,-1.0,1.0,1.0,-1.0,-1.5,-1.0,-1.5,-1.5,-1.5,-1.5,-1.0,-1.5,-1.0,0.0,0.0,0.0
0.0,-0.8333333333333334,1.0,-0.008221225710014948,-1.0,1.0,-1.0,-1.0,-1.5,-1.0,-1.5,-0.5,0.5,0.5,1.0,0.0,-1.0,1.0,0.0,0.0
0.0,-0.041666666666666664,0.0,1.6420029895366217,-1.5,0.5,-1.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
0.0,0.4166666666666667,0.0,-0.15396113602391628,0.5,0.5,0.5,-0.5,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9583333333333334,1.0,-0.3430493273542601,0.5,0.5,0.5,0.0,0.0,-0.3333333333333333,-0.5,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0
0.0,-1.0833333333333333,1.0,-0.4648729446935725,1.0,0.5,1.0,0.0,0.5,-0.3333333333333333,-0.5,0.5,-1.0,-1.5,2.0,-0.5,0.0,1.0,0.0,0.0
0.0,0.875,1.0,0.26756352765321373,-1.0,1.0,-1.0,0.5,-1.5,0.0,0.0,0.0,-1.0,0.5,1.0,0.5,0.5,1.0,0.0,0.0
0.0,0.4583333333333333,0.0,-0.5052316890881914,-0.5,-0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.0
0.0,-0.16666666666666666,1.0,-0.1711509715994021,0.0,1.0,0.0,1.0,-0.5,0.3333333333333333,0.5,0.0,-1.0,0.5,0.0,0.5,1.0,1.0,0.0,0.0
0.0,0.08333333333333333,0.0,-0.507473841554559,-0.5,1.0,0.5,-0.5,-1.0,-0.6666666666666666,-1.0,-0.5,0.0,-0.5,-1.0,0.0,-0.5,0.0,1.0,0.0
0.0,0.20833333333333334,1.0,0.15396113602391628,0.0,-0.5,0.0,-0.5,-0.5,-0.6666666666666666,-1.0,-1.5,-1.0,-0.5,0.0,0.0,-0.5,1.0,0.0,0.0
0.0,-1.0,0.0,0.647982062780269,-1.5,0.5,-1.5,0.5,-2.0,0.0,0.0,-1.0,-1.5,0.0,2.0,0.5,0.5,1.0,0.0,0.0
0.0,-1.25,0.0,0.26831091180866967,1.0,-0.5,-0.5,1.0,0.5,0.0,0.5,0.0,-1.5,0.0,0.0,0.5,1.0,0.0,1.0,0.0
0.0,1.0416666666666667,0.0,0.5440956651718983,-1.0,-1.0,0.5,-0.5,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
0.0,0.375,1.0,-0.21599402092675635,-0.5,1.0,-0.5,0.0,-1.0,-0.3333333333333333,-0.5,-0.5,-1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0
0.0,-0.6666666666666666,0.0,-0.21375186846038863,-1.0,1.0,-0.5,-1.0,-1.5,-1.0,-1.5,-1.0,-0.5,-1.0,1.0,-0.5,-1.0,1.0,0.0,0.0
0.0,-1.0416666666666667,1.0,-0.21748878923766815,-0.5,1.0,-0.5,-0.5,-1.0,-0.6666666666666666,-1.0,-1.5,0.5,0.5,1.0,-0.5,-0.5,1.0,0.0,0.0
0.0,0.08333333333333333,0.0,0.414050822122571,-0.5,-0.5,-0.5,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,-1.3333333333333333,0.0,-0.21823617339312407,-1.0,-0.5,-1.0,1.0,-1.5,0.3333333333333333,0.5,-1.0,-1.0,0.0,-1.0,0.0,1.0,1.0,0.0,0.0
0.0,-0.8333333333333334,1.0,0.21300448430493274,-1.0,1.0,-1.5,0.0,-2.0,0.0,-0.5,-0.5,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.9583333333333334,0.0,-0.2787742899850523,1.0,-0.5,-0.5,1.0,0.5,0.3333333333333333,0.5,-1.5,-0.5,0.5,-2.0,-1.5,1.0,1.0,0.0,0.0
0.0,0.4166666666666667,1.0,-0.04185351270553064,-0.5,0.0,-0.5,0.0,-1.0,-1.0,0.5,0.5,-1.0,0.5,1.0,0.5,0.0,1.0,0.0,0.0
1.0,-0.5833333333333334,0.0,-0.3333333333333333,-0.5,0.5,-0.5,0.0,-1.0,-0.3333333333333333,-0.5,0.0,-1.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0
0.0,0.2916666666666667,0.0,-0.26307922272047835,1.0,0.0,0.0,-0.5,-1.5,-0.6666666666666666,0.5,0.5,0.5,0.5,-2.0,0.5,1.0,1.0,0.0,0.0
0.0,-0.3333333333333333,0.0,2.0822122571001493,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-1.0,0.5,-1.0,-1.0,0.0,0.5,0.0,0.0,0.0
0.0,-0.20833333333333334,1.0,-0.5358744394618834,0.0,-1.0,0.0,0.5,-0.5,0.0,0.0,-0.5,0.0,-0.5,-1.0,0.0,0.5,1.0,0.0,0.0
0.0,-0.4583333333333333,0.0,1.600896860986547,0.5,0.5,0.5,1.0,0.5,0.3333333333333333,0.5,-0.5,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0
0.0,-0.7916666666666666,1.0,-0.11808669656203288,0.0,1.0,0.0,1.0,-0.5,0.3333333333333333,0.5,0.0,-1.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0
1.0,-0.20833333333333334,0.0,0.10612855007473841,-0.5,-0.5,-0.5,-0.5,-1.0,-0.6666666666666666,-1.0,-0.5,0.0,-0.5,2.0,-0.5,-0.5,0.0,1.0,0.0
0.0,0.6666666666666666,0.0,-0.45067264573991034,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
0.0,0.25,0.0,-0.3295964125560538,1.0,0.0,0.0,-0.5,-1.5,0.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.0,1.0,0.0
0.0,-0.2916666666666667,0.0,0.695067264573991,0.5,0.5,0.5,0.5,0.5,0.3333333333333333,-0.5,-0.5,-0.5,-0.5,0.0,-0.5,1.0,0.0,0.0,0.0
0.0,-0.3333333333333333,0.0,0.2406576980568012,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.5,-0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0
1.0,-1.0,0.0,0.06950672645739911,1.0,1.0,1.0,0.0,0.5,-0.3333333333333333,-0.5,0.0,-1.0,0.0,2.0,0.5,0.0,1.0,0.0,0.0
0.0,0.041666666666666664,1.0,0.13004484304932734,-1.0,1.0,-1.0,1.0,-1.5,0.3333333333333333,0.5,-1.0,-0.5,0.0,-2.0,-1.0,1.0,1.0,0.0,0.0
1.0,-1.0,0.0,-0.18310911808669655,0.5,0.5,0.5,0.0,0.0,-0.3333333333333333,-0.5,-0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2916666666666667,1.0,-0.2615844544095665,-0.5,1.0,-0.5,0.5,-1.0,0.0,0.0,0.5,0.0,0.0,2.0,0.5,0.5,1.0,0.0,0.0
0.0,0.625,0.0,0.898355754857997,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.0,0.0
